id,name,cat_id,category,sub_cat_id,subcategory,four_letter,letter_1,letter_2,letter_3,letter_4,birth_date
450709,Pat Collins,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
455370,Ben Shephard,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1974-12-11
456682,Murat Yetkin,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1959-01-01
458398,India Willoughby,10,Noteworthy,350,News & Journalists,ESFP,E,S,F,P,1965-09-02
461020,Emilio Fede,10,Noteworthy,350,News & Journalists,ESFP,E,S,F,P,1931-06-24
487411,Francesco Borgonovo,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1983-05-01
493538,Gilles Bouleau,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1962-05-25
498132,Alfredo Duro,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,1960-09-21
516398,Jota Jordi,10,Noteworthy,350,News & Journalists,ISFP,I,S,F,P,
531812,Guy Williams,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,
532060,Imran Riaz Khan,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1975-08-14
535592,Katie Pavlich,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1988-07-10
542612,Sarah Koenig,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1969-07-09
567352,Alessandro Sallusti,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1957-02-02
588705,Celeste Headlee,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1969-12-30
593762,Deeyah Khan,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,
600083,Joel Díaz Braña,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1980-11-22
723630,Dmytro Korchynsky,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1964-01-22
19877,Peter Jennings,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1938-07-29
37124,Kaitlan Collins,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1992-04-07
39199,Nomi Prins,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,2000-01-01
40099,Brigida Santos,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,
40102,Lauren Lyster,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1981-10-13
40320,Ilana E. Strauss,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,
50607,Chrissy Russo,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,
52309,Aloha Taylor,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
52908,Barbara-Lee Edwards,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
68738,Meghan Lopez,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,
71312,Kimberley Strassel,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1972-07-24
104073,Pete Hegseth,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1980-06-06
110641,Ernesto Paglia,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1959-04-09
110643,Fernando Mitre,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1943-08-15
118332,Martha MacCallum,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1964-01-31
121861,Emin Çölaşan,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1942-03-14
121873,Mine G. Kırıkkanat,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1951-05-10
127730,Erick Bang,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,
127829,Cassius Zeilmann,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,
127830,Alex Sampaio,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
129657,Metin Göktepe,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1968-04-10
137154,Ahmet Hakan,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1967-08-11
137441,Nilson Klava,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
138180,Touré,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,
142979,Julius Fučík,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1903-02-23
154000,Tiziano Crudeli,10,Noteworthy,350,News & Journalists,ESFP,E,S,F,P,1943-06-24
158324,Leandro Demori,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1981-01-01
171773,Rubika Liyaquat,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,
176708,Leandro Narloch,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1978-01-01
181099,Noli de Casto,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
186223,Michele Santoro,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,
186254,Navika Kumar,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,
189108,Oscar Giannino,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1961-09-01
196971,Emily Compagno,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1979-11-09
200919,Ana Blanco,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1960-11-28
203445,Trevor McDonald,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1939-08-16
205083,Paolo Attivissimo,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1963-09-28
205291,David Quammen,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1948-02-24
209140,Chico Felitti,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1986-01-01
210691,Kristen Welker,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1976-07-01
214444,Ted Failon,10,Noteworthy,350,News & Journalists,ESFP,E,S,F,P,1962-03-29
214445,Noli de Castro,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1949-07-06
214450,Raffy Tima,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1975-01-07
214454,Erwin Tulfo,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,1972-08-10
214459,Lourd de Veyra,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1975-02-11
214695,Korina Sanchez,10,Noteworthy,350,News & Journalists,ESFP,E,S,F,P,1964-10-21
217048,Elle Reeve,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
217102,David Talbot,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1951-09-22
221065,Ariel Palacios,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1966-05-23
221068,Carlos Alberto Sardenberg,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1947-04-25
221069,Renato Machado,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1943-03-21
221074,Sônia Bridi,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1963-11-13
221078,Leilane Neubarth,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1958-11-15
228678,Mike Wallace,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,
235838,Robert Hoge,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,
236109,Nikole Hannah-Jones,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1976-04-09
238253,Vladimir Villegas,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1961-12-11
238513,Kiko Bautista,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1957-02-25
247012,Hallie Jackson,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1984-04-29
247457,Antonio Loconte,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
250564,Sandra Passarinho,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1950-04-14
254777,Světlana Witowská,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
254793,Jakub Železný,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1973-07-01
255107,Nick Gillespie,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1963-08-07
255142,Lillian Witte Fibe,10,Noteworthy,350,News & Journalists,ISFP,I,S,F,P,1953-10-21
255143,Elio Gaspari,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1944-01-01
255154,Mario Sergio Conti,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1954-01-01
255157,Mino Carta,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1933-09-06
256780,Enzo Biagi,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1920-08-09
256814,Lucio Caracciolo,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1954-02-07
262283,David Lagercrantz,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1962-09-04
267786,Huw Edwards,10,Noteworthy,350,News & Journalists,ISFP,I,S,F,P,1953-04-12
268347,Élise Lucet,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1963-05-30
268578,Cristina Parodi,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1964-11-03
273513,Seth Stevenson,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1784-01-01
273514,Jessi Hempel,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
275973,Hana Gartner,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1948-01-01
276028,Asra Nomani,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1965-01-01
277990,Jonathan Capehart,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1967-07-02
281037,Art Buchwald,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,1925-10-20
292951,Rav Arora,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,
298207,Massimo Fini,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1943-11-19
298942,Tomáš Etzler,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1963-04-01
298945,Zuzana Bubílková,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1952-05-11
300157,Mona Chollet,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1973-01-01
300576,Gianluigi Nuzzi,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1969-06-03
301129,Václav Moravec,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1914-12-31
303536,Cem Seymen,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,
306782,Coşkun Aral,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1956-05-01
312634,Abdullah al-Mudayfer,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
318037,Roman Anin,10,Noteworthy,350,News & Journalists,ISFP,I,S,F,P,1986-12-16
320633,Michaela Jílková,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1968-03-30
323926,Martín Ciccioli,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1972-06-01
327657,Oussama Wahid,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
331547,Ken Klippenstein,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1989-02-01
334368,Lee Lin Chin,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,http://www
334760,Sedef Kabaş,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1968-12-08
341278,Luboš Xaver Veselý,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1968-12-25
342180,Elisa Beni,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1964-07-30
351888,Donie O'Sullivan,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1990-01-01
354500,Sliman Bakhlili,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
358916,Cristina Pérez,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
367732,Darius Rochebin,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1966-12-25
368832,Michaela Pereira,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1970-08-26
374051,Huang Chih-hsien,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1964-01-01
379086,Giovanna Botteri,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1957-06-14
384166,Clive Myrie,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1964-08-25
390831,John McLaughlin,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1942-01-04
392468,Onur Erdem,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,
398690,Paul Harvey,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1950-01-01
399101,Laura Kate Dale (LauraKBuzz),10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,
401944,María Celeste Arrarás,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1960-09-27
404004,Paulo Sant'Ana,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1939-06-15
412361,Ángel Verdugo Beltrán,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,
416462,Luis Guardiola,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,
418117,Évelyne Thomas,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1964-01-10
418498,Don Hewitt,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1922-12-14
431312,Matías Prats Luque,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1950-11-14
431514,Enes Özkan,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,
432779,Giovanni Minoli,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1945-05-26
433244,Chiaki Matsuzawa,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1985-01-28
435637,Tomasz Wróblewski,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1980-06-02
455840,Charlotte Hawkins,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,
458919,Chris Kohler,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1980-04-18
458920,Nate Byrne,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
461033,Simon Ostrovsky,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1981-02-02
461664,Katerina Gordeeva,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1977-03-23
471890,Harry Roselmack,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1973-03-20
473449,P.J. O'Rourke,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1947-11-14
474331,Dianne Gallagher,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,
474826,Ana Cabrera,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1982-05-13
493539,Laurence Ferrari,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1966-07-05
516632,Holger Kreymeier,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1971-12-08
517253,Kamran Atabaki,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1948-06-28
517255,Abdul-rahim Malazadeh,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,
523328,Albert Gil,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1956-02-12
523742,Antonio García Ferreras,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1966-09-20
527146,Ana Pastor,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1977-12-09
530993,Mikel López Iturriaga,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1967-12-12
537005,"Tatyana Mingalimova ""Нежный редактор""",10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,
546987,Enrico Lucci,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,1964-02-17
548243,Mariangela Pira,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,
554615,Peter Doocy,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,1987-07-21
559765,Kees van der Spek,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,1964-01-01
570471,Norah Vincent,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
578445,Nelson Rodrigues Filho,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,
581937,Madeleine Lacsko,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1978-07-02
585288,Arshad Sharif,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1973-02-22
590466,Charlie Stayt,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1962-06-19
600084,David Jiménez García,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1971-01-11
601126,Varian Fry,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1907-10-15
602609,Joe Flint,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,
637296,Amy Robach,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1973-02-06
637312,T. J. Holmes,10,Noteworthy,350,News & Journalists,ESTP,E,S,T,P,1977-08-19
644222,Vadim Chernobrov,10,Noteworthy,350,News & Journalists,ISFP,I,S,F,P,1965-01-01
647018,Walter Winchell,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1897-04-07
656881,Anthony Mason,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1966-12-14
656921,Kelly Eckerman,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,
656945,Loren Grush,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,
657045,Sophie Bushwick,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,
660525,Belinda Luscombe,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1901-01-01
660799,Liza Fromer,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1970-03-18
662569,Maria Shriver,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1955-11-06
662653,Wendy Walsh,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,
670129,Guy Lyon Playfair,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1935-04-05
754738,Juan Soto Ivars,10,Noteworthy,350,News & Journalists,INFP,I,N,F,P,1985-01-01
759146,Anne-Sophie Lapix,10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,1972-04-29
790332,Julie Bindel,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1962-07-20
799471,José Allende,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1793-01-01
834389,Konstantinos Bogdanos,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1979-12-27
838979,Mary Harrington,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,
839005,Jennifer Bilek,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,
868075,Denis Robert,10,Noteworthy,350,News & Journalists,INTP,I,N,T,P,1958-05-09
1008896,José Miguel Villarroya,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1966-01-01
1014940,Pierre Benichou,10,Noteworthy,350,News & Journalists,ENFP,E,N,F,P,1938-03-01
1041843,Alvaro Ojeda,10,Noteworthy,350,News & Journalists,ENTP,E,N,T,P,1958-04-01
109215,Noor Tagouri,10,Noteworthy,350,News & Journalists,ENFJ,E,N,F,J,1993-11-27
181098,"Arnold ""Igan"" Clavio",10,Noteworthy,350,News & Journalists,ESFJ,E,S,F,J,
214432,Vicky Morales,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1969-07-13
260419,Julia Hartley-Brewer,10,Noteworthy,350,News & Journalists,ISTJ,I,S,T,J,1968-05-02
287332,Vladislav Listyev,10,Noteworthy,350,News & Journalists,ENTJ,E,N,T,J,1956-05-10
358667,Vladimir Pozner Jr.,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,
437101,Carl von Ossietzky,10,Noteworthy,350,News & Journalists,INFJ,I,N,F,J,1889-10-03
526530,Jon Sistiaga,10,Noteworthy,350,News & Journalists,ISTP,I,S,T,P,1967-11-10
687985,Andy Flores Noya,10,Noteworthy,350,News & Journalists,INTJ,I,N,T,J,1960-11-06
820760,Andrew Bolt,10,Noteworthy,350,News & Journalists,ESTJ,E,S,T,J,1959-09-26
1089798,John van den Heuvel,10,Noteworthy,350,News & Journalists,ISFJ,I,S,F,J,1962-12-26
37147,Yuzuru Hanyu,5,Sports,354,Ice skating,ISFP,I,S,F,P,1994-12-07
9648,Tonya Harding,5,Sports,354,Ice skating,ESFP,E,S,F,P,1970-11-12
9957,Evgenia Medvedeva,5,Sports,354,Ice skating,ESFP,E,S,F,P,1999-11-19
216888,Anna Shcherbakova,5,Sports,354,Ice skating,INFJ,I,N,F,J,
9955,Kim Yuna,5,Sports,354,Ice skating,ISTP,I,S,T,P,1990-09-05
243340,Kamila Valieva,5,Sports,354,Ice skating,ISFJ,I,S,F,J,2006-04-26
130436,Eteri Tutberidze,5,Sports,354,Ice skating,ENTJ,E,N,T,J,1974-02-24
109226,Alena Kostornaia,5,Sports,354,Ice skating,ESFP,E,S,F,P,2003-08-24
39778,Mao Asada,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1990-09-25
119994,Nathan Chen,5,Sports,354,Ice skating,ISTJ,I,S,T,J,
121916,Alina Zagitova,5,Sports,354,Ice skating,ISFJ,I,S,F,J,2002-05-18
9958,Johnny Weir,5,Sports,354,Ice skating,ENFP,E,N,F,P,1984-07-02
121943,Elizaveta Tuktamysheva,5,Sports,354,Ice skating,ENFP,E,N,F,P,1996-12-17
108013,Scott Moir,5,Sports,354,Ice skating,ESTP,E,S,T,P,1987-09-02
109553,Shoma Uno,5,Sports,354,Ice skating,ISTP,I,S,T,P,1997-12-17
108012,Tessa Virtue,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1989-05-17
109543,Yulia Lipnitskaya,5,Sports,354,Ice skating,ISTJ,I,S,T,J,1998-06-05
109546,Kaori Sakamoto,5,Sports,354,Ice skating,ESFP,E,S,F,P,2000-04-09
108015,Evgeni Plushenko,5,Sports,354,Ice skating,ISTP,I,S,T,P,
109222,Javier Fernández,5,Sports,354,Ice skating,ESFP,E,S,F,P,1991-04-15
9983,Adam Rippon,5,Sports,354,Ice skating,ESFP,E,S,F,P,1989-11-11
304427,Alysa Liu,5,Sports,354,Ice skating,ENFJ,E,N,F,J,2005-08-08
109551,Brian Orser,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1961-12-18
121911,Cha Jun-hwan,5,Sports,354,Ice skating,ENTJ,E,N,T,J,2001-10-21
109208,Rika Kihira,5,Sports,354,Ice skating,ISFP,I,S,F,P,2002-07-21
458824,Donovan Carrillo,5,Sports,354,Ice skating,ESFP,E,S,F,P,1999-11-17
109552,Mikhail Kolyada,5,Sports,354,Ice skating,ISTP,I,S,T,P,1995-02-18
458163,Vincent Zhou,5,Sports,354,Ice skating,INFP,I,N,F,P,2000-10-25
458729,Mark Kondratiuk,5,Sports,354,Ice skating,ISFJ,I,S,F,J,2003-09-03
1062,Surya Bonaly,5,Sports,354,Ice skating,ISTP,I,S,T,P,1973-12-15
9956,Carolina Kostner,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1987-02-08
109218,Stéphane Lambiel,5,Sports,354,Ice skating,ENFJ,E,N,F,J,1985-04-02
9954,Nancy Kerrigan,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1969-10-13
24198,Alex Shibutani,5,Sports,354,Ice skating,ENFP,E,N,F,P,1991-04-25
121921,Ashley Wagner,5,Sports,354,Ice skating,ESFP,E,S,F,P,1991-05-16
275018,Daria Usacheva,5,Sports,354,Ice skating,ISFJ,I,S,F,J,2006-05-22
109549,Gabriella Papadakis,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1995-05-10
109554,Patrick Chan,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1990-12-31
121910,Jason Brown,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1982-05-18
226930,Alexei Yagudin,5,Sports,354,Ice skating,ENTP,E,N,T,P,1980-03-18
109544,Wakaba Higuchi,5,Sports,354,Ice skating,ISFP,I,S,F,P,2001-01-02
121927,Maia Shibutani,5,Sports,354,Ice skating,ISTJ,I,S,T,J,1994-07-20
135464,Roman Sadovsky,5,Sports,354,Ice skating,ENFP,E,N,F,P,1999-05-31
225883,Katarina Witt,5,Sports,354,Ice skating,ESTP,E,S,T,P,1964-01-01
246160,Elena Radionova,5,Sports,354,Ice skating,ESFP,E,S,F,P,1999-01-06
275020,Kaetlyn Osmond,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1995-12-05
277992,Mirai Nagasu,5,Sports,354,Ice skating,ENFP,E,N,F,P,1993-04-16
308549,Jin Boyang,5,Sports,354,Ice skating,ENFP,E,N,F,P,1997-10-03
409381,Nobunari Oda,5,Sports,354,Ice skating,ENFP,E,N,F,P,1987-03-25
466496,Ekaterina Kurakova,5,Sports,354,Ice skating,ENFP,E,N,F,P,2002-06-24
477658,Ilia Malinin,5,Sports,354,Ice skating,ESTP,E,S,T,P,2004-12-02
109548,Satoko Miyahara,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1998-03-26
130440,Miki Ando,5,Sports,354,Ice skating,ESTP,E,S,T,P,1987-12-18
225965,Leonora Colmor Jepsen,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1998-10-03
226929,Tatiana Tarasova,5,Sports,354,Ice skating,ESTJ,E,S,T,J,1947-02-13
226935,Aljona Savchenko,5,Sports,354,Ice skating,INTJ,I,N,T,J,1984-01-19
285341,Dmitriy Aliev,5,Sports,354,Ice skating,INFP,I,N,F,P,1999-06-01
308545,Yuma Kagiyama,5,Sports,354,Ice skating,ISTJ,I,S,T,J,2003-05-05
109225,Mai Mihara,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1999-08-22
121890,Tracy Wilson,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1961-09-25
121946,Sui Wenjing,5,Sports,354,Ice skating,ESFP,E,S,F,P,1995-07-18
130439,Meryl Davis,5,Sports,354,Ice skating,ISFJ,I,S,F,J,1987-01-01
226932,Alexei Mishin,5,Sports,354,Ice skating,ENTP,E,N,T,P,1941-03-08
285345,Eunsoo Lim,5,Sports,354,Ice skating,ENTP,E,N,T,P,2003-02-26
421606,Kevin Aymoz,5,Sports,354,Ice skating,ENFP,E,N,F,P,1997-08-01
441755,Aleksandra Boikova,5,Sports,354,Ice skating,ENFJ,E,N,F,J,2002-01-20
451726,Charlie White,5,Sports,354,Ice skating,ENFJ,E,N,F,J,1987-10-24
461162,Karen Chen,5,Sports,354,Ice skating,ISFJ,I,S,F,J,
491771,Sofia Akateva,5,Sports,354,Ice skating,INTP,I,N,T,P,2007-07-07
503666,Mariah Bell,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1996-04-18
566763,Adeliya Petrosian,5,Sports,354,Ice skating,ENFJ,E,N,F,J,
109223,Tatsuki Machida,5,Sports,354,Ice skating,ISFP,I,S,F,P,1990-03-09
121947,Han Cong,5,Sports,354,Ice skating,INTJ,I,N,T,J,1992-08-06
130437,Alexandra Stepanova,5,Sports,354,Ice skating,ISTJ,I,S,T,J,1995-08-19
275021,Lee Hae-in,5,Sports,354,Ice skating,ESFP,E,S,F,P,2005-04-16
456183,Madison Hubbell,5,Sports,354,Ice skating,ESTJ,E,S,T,J,1991-02-24
461756,Philippe Candeloro,5,Sports,354,Ice skating,ESFP,E,S,F,P,1972-02-17
464335,Tamara Moskvina,5,Sports,354,Ice skating,ENTJ,E,N,T,J,1941-06-26
466920,Liu Xinyu,5,Sports,354,Ice skating,ISFP,I,S,F,P,1994-10-16
466924,Wang Shiyue,5,Sports,354,Ice skating,ESFJ,E,S,F,J,1994-04-21
121945,Polina Tsurskaya,5,Sports,354,Ice skating,ISFJ,I,S,F,J,2001-07-11
147068,Midori Ito,5,Sports,354,Ice skating,ESFP,E,S,F,P,1969-08-13
